Age,Education Level,Occupation,Interest,Experience,Learning Style,Time Commitment,Preferred Resources,Recommended Skill
30,Bachelor's,Job Seeker,Blockchain,Intermediate,Reading/Writing,>10 hrs/week,Free & Paid,"Blockchain Security, Zero-Knowledge Proofs"
30,Bachelor's,Job Seeker,Blockchain,Intermediate,Reading/Writing,<5 hrs/week,Free & Paid,"Blockchain Security, Zero-Knowledge Proofs"
30,Bachelor's,Job Seeker,Blockchain,Beginner,Auditory,5-10 hrs/week,Paid,"Blockchain Security, Zero-Knowledge Proofs"
30,Bachelor's,Job Seeker,Blockchain,Beginner,Kinesthetic,<5 hrs/week,Free,"Blockchain Security, Zero-Knowledge Proofs"
31,Bachelor's,Job Seeker,Blockchain,Beginner,Visual,5-10 hrs/week,Free & Paid,"Blockchain Security, Zero-Knowledge Proofs"
31,Bachelor's,Job Seeker,Blockchain,Advanced,Auditory,5-10 hrs/week,Free,"Blockchain Security, Zero-Knowledge Proofs"
31,Bachelor's,Job Seeker,Blockchain,Advanced,Kinesthetic,>10 hrs/week,Free & Paid,"Blockchain Security, Zero-Knowledge Proofs"
31,Bachelor's,Job Seeker,Blockchain,Advanced,Reading/Writing,5-10 hrs/week,Free & Paid,"Blockchain Security, Zero-Knowledge Proofs"
31,Bachelor's,Job Seeker,Blockchain,Intermediate,Visual,5-10 hrs/week,Free & Paid,"Blockchain Security, Zero-Knowledge Proofs"
31,Bachelor's,Job Seeker,Blockchain,Intermediate,Visual,5-10 hrs/week,Free & Paid,"Blockchain Security, Zero-Knowledge Proofs"
32,Bachelor's,Job Seeker,Blockchain,Advanced,Auditory,<5 hrs/week,Paid,"Blockchain Security, Zero-Knowledge Proofs"
32,Bachelor's,Job Seeker,Blockchain,Beginner,Kinesthetic,>10 hrs/week,Paid,"Blockchain Security, Zero-Knowledge Proofs"
32,Bachelor's,Job Seeker,Blockchain,Advanced,Kinesthetic,5-10 hrs/week,Paid,"Blockchain Security, Zero-Knowledge Proofs"
33,Bachelor's,Job Seeker,Blockchain,Beginner,Kinesthetic,>10 hrs/week,Free,"Blockchain Security, Zero-Knowledge Proofs"
33,Bachelor's,Job Seeker,Blockchain,Intermediate,Reading/Writing,5-10 hrs/week,Paid,"Blockchain Security, Zero-Knowledge Proofs"
33,Bachelor's,Job Seeker,Blockchain,Beginner,Visual,>10 hrs/week,Paid,"Blockchain Security, Zero-Knowledge Proofs"
33,Bachelor's,Job Seeker,Blockchain,Intermediate,Auditory,<5 hrs/week,Paid,"Blockchain Security, Zero-Knowledge Proofs"
33,Bachelor's,Job Seeker,Blockchain,Beginner,Kinesthetic,>10 hrs/week,Paid,"Blockchain Security, Zero-Knowledge Proofs"
33,Bachelor's,Job Seeker,Blockchain,Advanced,Reading/Writing,>10 hrs/week,Free & Paid,"Blockchain Security, Zero-Knowledge Proofs"
33,Bachelor's,Job Seeker,Blockchain,Advanced,Visual,5-10 hrs/week,Free,"Blockchain Security, Zero-Knowledge Proofs"
34,Bachelor's,Job Seeker,Blockchain,Advanced,Kinesthetic,5-10 hrs/week,Free & Paid,"Blockchain Security, Zero-Knowledge Proofs"
35,Bachelor's,Job Seeker,Blockchain,Advanced,Visual,5-10 hrs/week,Free,"Blockchain Security, Zero-Knowledge Proofs"
35,Bachelor's,Job Seeker,Blockchain,Intermediate,Auditory,5-10 hrs/week,Paid,"Blockchain Security, Zero-Knowledge Proofs"
36,Bachelor's,Job Seeker,Blockchain,Intermediate,Kinesthetic,<5 hrs/week,Paid,"Blockchain Security, Zero-Knowledge Proofs"
36,Bachelor's,Job Seeker,Blockchain,Intermediate,Reading/Writing,>10 hrs/week,Paid,"Blockchain Security, Zero-Knowledge Proofs"
36,Bachelor's,Job Seeker,Blockchain,Advanced,Auditory,5-10 hrs/week,Free & Paid,"Blockchain Security, Zero-Knowledge Proofs"
37,Bachelor's,Job Seeker,Blockchain,Beginner,Visual,<5 hrs/week,Free & Paid,"Blockchain Security, Zero-Knowledge Proofs"
37,Bachelor's,Job Seeker,Blockchain,Advanced,Auditory,5-10 hrs/week,Free & Paid,"Blockchain Security, Zero-Knowledge Proofs"
37,Bachelor's,Job Seeker,Blockchain,Beginner,Auditory,5-10 hrs/week,Paid,"Blockchain Security, Zero-Knowledge Proofs"
38,Bachelor's,Job Seeker,Blockchain,Beginner,Auditory,>10 hrs/week,Free,"Blockchain Security, Zero-Knowledge Proofs"
38,Bachelor's,Job Seeker,Blockchain,Advanced,Kinesthetic,>10 hrs/week,Paid,"Blockchain Security, Zero-Knowledge Proofs"
38,Bachelor's,Job Seeker,Blockchain,Beginner,Kinesthetic,<5 hrs/week,Paid,"Blockchain Security, Zero-Knowledge Proofs"
38,Bachelor's,Job Seeker,Blockchain,Intermediate,Kinesthetic,5-10 hrs/week,Free,"Blockchain Security, Zero-Knowledge Proofs"
39,Bachelor's,Job Seeker,Blockchain,Intermediate,Auditory,5-10 hrs/week,Paid,"Blockchain Security, Zero-Knowledge Proofs"
39,Bachelor's,Job Seeker,Blockchain,Intermediate,Auditory,<5 hrs/week,Free & Paid,"Blockchain Security, Zero-Knowledge Proofs"
39,Bachelor's,Job Seeker,Blockchain,Intermediate,Auditory,5-10 hrs/week,Free & Paid,"Blockchain Security, Zero-Knowledge Proofs"
39,Bachelor's,Job Seeker,Blockchain,Intermediate,Auditory,>10 hrs/week,Free & Paid,"Blockchain Security, Zero-Knowledge Proofs"
39,Bachelor's,Job Seeker,Blockchain,Beginner,Visual,>10 hrs/week,Paid,"Blockchain Security, Zero-Knowledge Proofs"
39,Bachelor's,Job Seeker,Blockchain,Intermediate,Visual,5-10 hrs/week,Free,"Blockchain Security, Zero-Knowledge Proofs"
16,High School,Working Professional,Blockchain,Beginner,Visual,<5 hrs/week,Paid,Blockchain Use Cases
16,High School,Working Professional,Blockchain,Beginner,Reading/Writing,5-10 hrs/week,Free,Blockchain Use Cases
16,High School,Working Professional,Blockchain,Beginner,Reading/Writing,<5 hrs/week,Paid,Blockchain Use Cases
16,High School,Working Professional,Blockchain,Beginner,Kinesthetic,>10 hrs/week,Free & Paid,Blockchain Use Cases
16,High School,Working Professional,Blockchain,Beginner,Visual,>10 hrs/week,Free,Blockchain Use Cases
16,High School,Working Professional,Blockchain,Beginner,Visual,>10 hrs/week,Free & Paid,Blockchain Use Cases
16,High School,Working Professional,Blockchain,Beginner,Reading/Writing,<5 hrs/week,Free & Paid,Blockchain Use Cases
16,High School,Working Professional,Blockchain,Beginner,Reading/Writing,5-10 hrs/week,Paid,Blockchain Use Cases
16,High School,Working Professional,Blockchain,Beginner,Reading/Writing,<5 hrs/week,Free,Blockchain Use Cases
17,High School,Working Professional,Blockchain,Beginner,Visual,>10 hrs/week,Free,Blockchain Use Cases
17,High School,Working Professional,Blockchain,Beginner,Reading/Writing,>10 hrs/week,Free,Blockchain Use Cases
17,High School,Working Professional,Blockchain,Beginner,Reading/Writing,5-10 hrs/week,Free,Blockchain Use Cases
17,High School,Working Professional,Blockchain,Beginner,Reading/Writing,<5 hrs/week,Paid,Blockchain Use Cases
17,High School,Working Professional,Blockchain,Beginner,Visual,5-10 hrs/week,Paid,Blockchain Use Cases
17,High School,Working Professional,Blockchain,Beginner,Kinesthetic,5-10 hrs/week,Paid,Blockchain Use Cases
17,High School,Working Professional,Blockchain,Beginner,Visual,>10 hrs/week,Free & Paid,Blockchain Use Cases
17,High School,Working Professional,Blockchain,Beginner,Auditory,>10 hrs/week,Free,Blockchain Use Cases
17,High School,Working Professional,Blockchain,Beginner,Reading/Writing,5-10 hrs/week,Free,Blockchain Use Cases
18,High School,Working Professional,Blockchain,Beginner,Auditory,5-10 hrs/week,Free & Paid,Blockchain Use Cases
18,High School,Working Professional,Blockchain,Beginner,Kinesthetic,5-10 hrs/week,Free & Paid,Blockchain Use Cases
18,High School,Working Professional,Blockchain,Beginner,Kinesthetic,5-10 hrs/week,Free,Blockchain Use Cases
18,High School,Working Professional,Blockchain,Beginner,Visual,<5 hrs/week,Free & Paid,Blockchain Use Cases
19,High School,Working Professional,Blockchain,Beginner,Visual,>10 hrs/week,Paid,Blockchain Use Cases
19,High School,Working Professional,Blockchain,Beginner,Reading/Writing,<5 hrs/week,Free,Blockchain Use Cases
19,High School,Working Professional,Blockchain,Beginner,Auditory,>10 hrs/week,Free,Blockchain Use Cases
19,High School,Working Professional,Blockchain,Beginner,Reading/Writing,5-10 hrs/week,Free,Blockchain Use Cases
19,High School,Working Professional,Blockchain,Beginner,Reading/Writing,5-10 hrs/week,Free,Blockchain Use Cases
19,High School,Working Professional,Blockchain,Beginner,Reading/Writing,5-10 hrs/week,Free & Paid,Blockchain Use Cases
19,High School,Working Professional,Blockchain,Beginner,Visual,<5 hrs/week,Free & Paid,Blockchain Use Cases
20,High School,Working Professional,Blockchain,Beginner,Auditory,<5 hrs/week,Free,Blockchain Use Cases
20,High School,Working Professional,Blockchain,Beginner,Visual,5-10 hrs/week,Free & Paid,Blockchain Use Cases
20,High School,Working Professional,Blockchain,Beginner,Auditory,>10 hrs/week,Free & Paid,Blockchain Use Cases
20,High School,Working Professional,Blockchain,Beginner,Reading/Writing,>10 hrs/week,Paid,Blockchain Use Cases
20,High School,Working Professional,Blockchain,Beginner,Auditory,<5 hrs/week,Free,Blockchain Use Cases
20,High School,Working Professional,Blockchain,Beginner,Kinesthetic,>10 hrs/week,Free & Paid,Blockchain Use Cases
21,High School,Working Professional,Blockchain,Beginner,Reading/Writing,<5 hrs/week,Free,Blockchain Use Cases
21,High School,Working Professional,Blockchain,Beginner,Auditory,>10 hrs/week,Paid,Blockchain Use Cases
21,High School,Working Professional,Blockchain,Beginner,Reading/Writing,<5 hrs/week,Paid,Blockchain Use Cases
21,High School,Working Professional,Blockchain,Beginner,Visual,<5 hrs/week,Free,Blockchain Use Cases
21,High School,Working Professional,Blockchain,Beginner,Visual,5-10 hrs/week,Free,Blockchain Use Cases
22,High School,Working Professional,Blockchain,Advanced,Kinesthetic,>10 hrs/week,Free & Paid,Blockchain Use Cases
22,High School,Working Professional,Blockchain,Advanced,Kinesthetic,5-10 hrs/week,Free,Blockchain Use Cases
22,High School,Working Professional,Blockchain,Beginner,Reading/Writing,5-10 hrs/week,Paid,Blockchain Use Cases
23,High School,Working Professional,Blockchain,Beginner,Visual,<5 hrs/week,Free,Blockchain Use Cases
23,High School,Working Professional,Blockchain,Advanced,Reading/Writing,<5 hrs/week,Free,Blockchain Use Cases
23,High School,Working Professional,Blockchain,Beginner,Reading/Writing,<5 hrs/week,Free,Blockchain Use Cases
23,High School,Working Professional,Blockchain,Advanced,Reading/Writing,<5 hrs/week,Free & Paid,Blockchain Use Cases
24,High School,Working Professional,Blockchain,Intermediate,Kinesthetic,5-10 hrs/week,Paid,Blockchain Use Cases
24,High School,Working Professional,Blockchain,Advanced,Kinesthetic,>10 hrs/week,Free,Blockchain Use Cases
25,High School,Working Professional,Blockchain,Intermediate,Auditory,<5 hrs/week,Free,Blockchain Use Cases
25,High School,Working Professional,Blockchain,Intermediate,Visual,>10 hrs/week,Paid,Blockchain Use Cases
26,High School,Working Professional,Blockchain,Intermediate,Reading/Writing,<5 hrs/week,Free & Paid,Blockchain Use Cases
26,High School,Working Professional,Blockchain,Beginner,Visual,<5 hrs/week,Free,Blockchain Use Cases
27,High School,Working Professional,Blockchain,Intermediate,Auditory,>10 hrs/week,Paid,Blockchain Use Cases
27,High School,Working Professional,Blockchain,Advanced,Auditory,5-10 hrs/week,Free,Blockchain Use Cases
28,High School,Working Professional,Blockchain,Beginner,Reading/Writing,5-10 hrs/week,Free & Paid,Blockchain Use Cases
28,High School,Working Professional,Blockchain,Advanced,Auditory,>10 hrs/week,Paid,Blockchain Use Cases
28,High School,Working Professional,Blockchain,Beginner,Reading/Writing,>10 hrs/week,Paid,Blockchain Use Cases
28,High School,Working Professional,Blockchain,Intermediate,Kinesthetic,5-10 hrs/week,Free,Blockchain Use Cases
28,High School,Working Professional,Blockchain,Advanced,Auditory,<5 hrs/week,Free & Paid,Blockchain Use Cases
29,High School,Working Professional,Blockchain,Advanced,Kinesthetic,5-10 hrs/week,Free & Paid,Blockchain Use Cases
29,High School,Working Professional,Blockchain,Beginner,Auditory,>10 hrs/week,Free & Paid,Blockchain Use Cases
29,High School,Working Professional,Blockchain,Advanced,Auditory,5-10 hrs/week,Free & Paid,Blockchain Use Cases
29,High School,Working Professional,Blockchain,Beginner,Auditory,<5 hrs/week,Free & Paid,Blockchain Use Cases
29,High School,Working Professional,Blockchain,Intermediate,Auditory,>10 hrs/week,Free,Blockchain Use Cases
30,High School,Working Professional,Blockchain,Beginner,Kinesthetic,<5 hrs/week,Free & Paid,Blockchain Use Cases
31,High School,Working Professional,Blockchain,Intermediate,Auditory,5-10 hrs/week,Free & Paid,Blockchain Use Cases
31,High School,Working Professional,Blockchain,Intermediate,Kinesthetic,>10 hrs/week,Free,Blockchain Use Cases
31,High School,Working Professional,Blockchain,Advanced,Auditory,5-10 hrs/week,Paid,Blockchain Use Cases
31,High School,Working Professional,Blockchain,Beginner,Kinesthetic,<5 hrs/week,Free,Blockchain Use Cases
31,High School,Working Professional,Blockchain,Beginner,Reading/Writing,<5 hrs/week,Free & Paid,Blockchain Use Cases
32,High School,Working Professional,Blockchain,Advanced,Auditory,>10 hrs/week,Paid,Blockchain Use Cases
32,High School,Working Professional,Blockchain,Intermediate,Kinesthetic,<5 hrs/week,Paid,Blockchain Use Cases
32,High School,Working Professional,Blockchain,Beginner,Auditory,<5 hrs/week,Free & Paid,Blockchain Use Cases
32,High School,Working Professional,Blockchain,Beginner,Visual,5-10 hrs/week,Free,Blockchain Use Cases
32,High School,Working Professional,Blockchain,Intermediate,Reading/Writing,<5 hrs/week,Free & Paid,Blockchain Use Cases
33,High School,Working Professional,Blockchain,Advanced,Auditory,>10 hrs/week,Free,Blockchain Use Cases
33,High School,Working Professional,Blockchain,Advanced,Kinesthetic,>10 hrs/week,Paid,Blockchain Use Cases
33,High School,Working Professional,Blockchain,Advanced,Kinesthetic,<5 hrs/week,Free,Blockchain Use Cases
33,High School,Working Professional,Blockchain,Beginner,Reading/Writing,>10 hrs/week,Free,Blockchain Use Cases
33,High School,Working Professional,Blockchain,Advanced,Reading/Writing,<5 hrs/week,Free,Blockchain Use Cases
33,High School,Working Professional,Blockchain,Beginner,Visual,<5 hrs/week,Free,Blockchain Use Cases
33,High School,Working Professional,Blockchain,Advanced,Kinesthetic,>10 hrs/week,Free & Paid,Blockchain Use Cases
34,High School,Working Professional,Blockchain,Beginner,Kinesthetic,<5 hrs/week,Free & Paid,Blockchain Use Cases
34,High School,Working Professional,Blockchain,Advanced,Auditory,>10 hrs/week,Paid,Blockchain Use Cases
34,High School,Working Professional,Blockchain,Advanced,Auditory,>10 hrs/week,Free,Blockchain Use Cases
34,High School,Working Professional,Blockchain,Intermediate,Visual,5-10 hrs/week,Free,Blockchain Use Cases
36,High School,Working Professional,Blockchain,Intermediate,Kinesthetic,>10 hrs/week,Free,Blockchain Use Cases
36,High School,Working Professional,Blockchain,Beginner,Kinesthetic,<5 hrs/week,Paid,Blockchain Use Cases
36,High School,Working Professional,Blockchain,Intermediate,Reading/Writing,>10 hrs/week,Free,Blockchain Use Cases
37,High School,Working Professional,Blockchain,Intermediate,Kinesthetic,<5 hrs/week,Free,Blockchain Use Cases
37,High School,Working Professional,Blockchain,Beginner,Visual,5-10 hrs/week,Paid,Blockchain Use Cases
37,High School,Working Professional,Blockchain,Beginner,Kinesthetic,>10 hrs/week,Paid,Blockchain Use Cases
37,High School,Working Professional,Blockchain,Advanced,Visual,>10 hrs/week,Free,Blockchain Use Cases
37,High School,Working Professional,Blockchain,Advanced,Visual,<5 hrs/week,Paid,Blockchain Use Cases
37,High School,Working Professional,Blockchain,Intermediate,Reading/Writing,5-10 hrs/week,Free,Blockchain Use Cases
38,High School,Working Professional,Blockchain,Advanced,Visual,5-10 hrs/week,Paid,Blockchain Use Cases
38,High School,Working Professional,Blockchain,Advanced,Auditory,5-10 hrs/week,Free & Paid,Blockchain Use Cases
38,High School,Working Professional,Blockchain,Advanced,Reading/Writing,>10 hrs/week,Paid,Blockchain Use Cases
38,High School,Working Professional,Blockchain,Intermediate,Auditory,5-10 hrs/week,Free & Paid,Blockchain Use Cases
38,High School,Working Professional,Blockchain,Intermediate,Visual,5-10 hrs/week,Free & Paid,Blockchain Use Cases
38,High School,Working Professional,Blockchain,Beginner,Auditory,>10 hrs/week,Paid,Blockchain Use Cases
38,High School,Working Professional,Blockchain,Intermediate,Kinesthetic,5-10 hrs/week,Paid,Blockchain Use Cases
39,High School,Working Professional,Blockchain,Intermediate,Reading/Writing,<5 hrs/week,Free & Paid,Blockchain Use Cases
39,High School,Working Professional,Blockchain,Advanced,Kinesthetic,<5 hrs/week,Free,Blockchain Use Cases
39,High School,Working Professional,Blockchain,Intermediate,Auditory,>10 hrs/week,Free,Blockchain Use Cases
22,Master's,Student,Cloud Computing,Beginner,Visual,5-10 hrs/week,Free & Paid,"Cloud Architecture, Serverless Computing"
22,Master's,Student,Cloud Computing,Intermediate,Kinesthetic,>10 hrs/week,Free,"Cloud Architecture, Serverless Computing"
23,Master's,Student,Cloud Computing,Beginner,Visual,5-10 hrs/week,Free,"Cloud Architecture, Serverless Computing"
23,Master's,Student,Cloud Computing,Beginner,Reading/Writing,>10 hrs/week,Paid,"Cloud Architecture, Serverless Computing"
24,Master's,Student,Cloud Computing,Advanced,Kinesthetic,<5 hrs/week,Free & Paid,"Cloud Architecture, Serverless Computing"
24,Master's,Student,Cloud Computing,Beginner,Auditory,5-10 hrs/week,Free,"Cloud Architecture, Serverless Computing"
24,Master's,Student,Cloud Computing,Beginner,Reading/Writing,>10 hrs/week,Free,"Cloud Architecture, Serverless Computing"
24,Master's,Student,Cloud Computing,Beginner,Visual,5-10 hrs/week,Free,"Cloud Architecture, Serverless Computing"
24,Master's,Student,Cloud Computing,Intermediate,Kinesthetic,>10 hrs/week,Free,"Cloud Architecture, Serverless Computing"
25,Master's,Student,Cloud Computing,Beginner,Visual,<5 hrs/week,Free & Paid,"Cloud Architecture, Serverless Computing"
25,Master's,Student,Cloud Computing,Intermediate,Visual,<5 hrs/week,Free,"Cloud Architecture, Serverless Computing"
26,Master's,Student,Cloud Computing,Intermediate,Visual,<5 hrs/week,Paid,"Cloud Architecture, Serverless Computing"
26,Master's,Student,Cloud Computing,Advanced,Kinesthetic,>10 hrs/week,Free & Paid,"Cloud Architecture, Serverless Computing"
26,Master's,Student,Cloud Computing,Intermediate,Kinesthetic,>10 hrs/week,Free,"Cloud Architecture, Serverless Computing"
26,Master's,Student,Cloud Computing,Intermediate,Auditory,<5 hrs/week,Paid,"Cloud Architecture, Serverless Computing"
26,Master's,Student,Cloud Computing,Beginner,Reading/Writing,>10 hrs/week,Free,"Cloud Architecture, Serverless Computing"
28,Master's,Student,Cloud Computing,Advanced,Kinesthetic,<5 hrs/week,Free & Paid,"Cloud Architecture, Serverless Computing"
28,Master's,Student,Cloud Computing,Intermediate,Visual,>10 hrs/week,Free & Paid,"Cloud Architecture, Serverless Computing"
28,Master's,Student,Cloud Computing,Intermediate,Visual,5-10 hrs/week,Paid,"Cloud Architecture, Serverless Computing"
29,Master's,Student,Cloud Computing,Intermediate,Auditory,5-10 hrs/week,Paid,"Cloud Architecture, Serverless Computing"
29,Master's,Student,Cloud Computing,Intermediate,Kinesthetic,>10 hrs/week,Free & Paid,"Cloud Architecture, Serverless Computing"
29,Master's,Student,Cloud Computing,Intermediate,Kinesthetic,<5 hrs/week,Paid,"Cloud Architecture, Serverless Computing"
29,Master's,Student,Cloud Computing,Advanced,Auditory,>10 hrs/week,Free,"Cloud Architecture, Serverless Computing"
30,Master's,Student,Cloud Computing,Beginner,Visual,>10 hrs/week,Free & Paid,"Cloud Architecture, Serverless Computing"
